compid;compid;composito;holeid;midx;midy;midz;sampleid;campana;starkey_min;bwi_kwh_tc;bwi_kwh_tm;ai_;rec_cut_pct;rec_as_pct;rec_ag_pct;rec_zn_pct;rec_peso_pct;velsed_cf12_mh;pct_sol_finalescf;velsed_sflo_mh;sol_finalessf_pct;ys54pct_pa;ys57pct_pa;ys60pct_pa;ph_natural;lito;alte;piso;uge;ind88;ugm_starkey;ugm_wi;ugm_rec_cu;ugm_rec_as;ugm_rec_ag;ugm_rec_ag_a;ugm_rec_zn;ugm_velsed;ugm_ys;kcuklimpel;kagklimpel;kcugz;kaggz;recmasicacf_12min;recmasicatf_12min;bo;cs;cpy;cv;esf;en;py;tetra;ten;ag;as;au;cut;cus;fet;mo;pb;sb;zn
compid;compid;PGD-045;MHDD0062;8962.303;25011.503;2047.515;MGM-17953;PGD2016;38.8;11.9;13.1;-99;92.5;94.2;85.7;88.7;15.92;25.3;54.57;0.26;54.57;4.48;8.01;9.11;-99;Granodiorita;Argilica Ava;AAS;BHX;1;5;5;3;3;3;3;3;23;4;-99;-99;0.3;-99;16.235;15.916;0;0.43;0.09;0;0.23;1.1;8.52;0.03;0.18;0.001;0.134;0.02;1.12;0.06;4.2;0.001;0.01;0.02;0.13
compid;compid;PGD-046;MHDD0062;8966.049;25011.403;2036.908;MGM-17954;PGD2016;26.6;13.2;14.5;-99;90.3;86.8;83.1;83.1;17.77;24.7;54.76;0.24;49.77;2.43;3.25;9.46;-99;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;-99;-99;0.3;-99;15.142;17.767;0;0.9;0.12;0;0.14;0.69;8.74;0.02;0.09;0.001;0.176;0.05;0.63;0.06;4.03;0.001;0.011;0.003;0.129
compid;compid;PGD-047;MHDD0043;8963.495;24971.79;2071.467;MGM-17955;PGD2016;54.3;12.1;13.4;-99;93;95.1;85.9;90.1;38.47;10.6;50.7;0.19;43.67;1.26;6.94;14.04;-99;Brecha Hidro;Argilica Ava;AAS;BHX;1;5;5;3;3;3;3;3;23;4;-99;-99;0.4;-99;34.578;38.468;0;0.62;0.11;0;0.21;1.91;10.01;0.17;0.6;0.001;0.274;0.19;1.82;0.06;4.16;0.001;0.054;0.154;0.171
compid;compid;PGD-048;MHDD0043;8965.39;24971.556;2064.993;MGM-17956;PGD2016;39;12.9;14.2;-99;91.6;92.9;70.3;81.3;19.15;26.2;52.47;0.25;52.47;4.06;6.82;8.62;-99;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;-99;-99;0.5;-99;16.443;19.15;0;0.44;0.1;0;0.14;2.88;10.74;0.1;0.73;0.001;0.351;0.05;1.65;0.04;4.33;0.001;0.023;0.008;0.118
compid;compid;PGD-049;MHDD0043;8973.5;24970.465;2036.131;MGM-17957;PGD2016;21.9;11.4;12.5;-99;93.4;95.1;87.8;89.3;27.53;27.4;60.38;0.41;61.74;3.89;6.67;12.72;-99;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;-99;-99;0.4;-99;19.577;27.528;0.04;0.57;0.1;0;0.16;2.2;12.84;0.03;0.56;0.001;0.154;0.05;1.38;0.04;4.69;0.001;0.013;0.008;0.093
compid;compid;PGD-050;MHDD0041;9166.448;24927.988;2103.057;MGM-17958;PGD2016;31.9;12.3;13.5;-99;95;96.7;90.4;87.7;20.56;24.6;51.81;0.21;42.64;5.15;6.1;10.43;-99;Granodiorita;Filica;AAS;BHX;1;3;3;3;3;3;3;3;23;3;-99;-99;0.4;-99;19.213;20.559;0;0.97;0.14;0;0.3;0.39;8.5;0.04;0.38;0.001;0.122;0.02;0.14;0.06;3.93;0.001;0.057;0.005;0.177
compid;compid;PGD-051;MHDD0041;9168.849;24927.918;2094.384;MGM-17959;PGD2016;24.6;12.5;13.8;-99;92.6;95.7;79.6;74.3;14.12;12;49.03;0.15;41.15;6.29;7.36;41.02;-99;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;-99;-99;0.8;-99;12.789;14.118;0;0.87;0.14;0;0.19;0.42;9.07;0.02;0.31;0.002;0.136;0.05;1.23;0.07;4.2;0.002;0.021;0.005;0.105
compid;compid;PGD-052;MHDD0041;9173.273;24927.786;2078.488;MGM-17960;PGD2016;20.7;12;13.2;-99;95.6;95.7;94;89.8;27.37;4.2;47.31;0.16;37.72;5.67;9.52;12.73;-99;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;-99;-99;0.7;-99;25.559;27.375;0;0.7;0.09;0;0.08;0.55;12.3;0.03;0.15;0.002;0.098;0.04;0.91;0.06;5.3;0.002;0.017;0.011;0.068
compid;compid;PGD-053;MHDD0041;9195.235;24926.698;1998.195;MGM-17961;PGD2016;14.9;13.5;14.8;-99;93.6;95.5;78.2;86.8;13.49;7.6;49.63;0.09;34.55;4.44;11.03;14.17;-99;Granodiorita;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;5;6;-99;-99;0.9;-99;13.72;13.493;0;0.88;0.15;0;0.11;0.58;4.68;0;0.09;0.002;0.076;0.04;0.75;0.04;2.67;0.009;0.041;0.001;0.099
compid;compid;PGD-054;MHDD0041;9197.771;24926.587;1988.782;MGM-17962;PGD2016;13;12.9;14.2;-99;88.9;92.1;71.4;85.5;12.6;23.3;51.74;0.11;37.87;6.16;10.7;18.76;-99;Granodiorita;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;5;6;-99;-99;0.5;-99;13.209;12.597;0;1.31;0.2;0;0.13;0.72;4.66;0;0.06;0.003;0.11;0.02;0.99;0.05;2.48;0.007;0.078;0.001;0.116
compid;compid;PGD-055;MHDD0087;9226.572;24399.556;2237.67;MGM-17963;PGD2016;50.8;12.3;13.5;-99;90.5;91.7;81;86.9;17.54;5.5;55.51;0.07;31.31;5.46;9.22;15.65;-99;Andesita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;6;5;-99;-99;0.8;-99;16.331;17.544;0;0.52;0.02;0;0.65;0.3;6.93;0.03;0.05;0.001;0.051;0.06;0.66;0.05;3.8;0.002;0.195;0.01;0.53
compid;compid;PGD-056;MHDD0081;9315.076;24371.62;2258.953;MGM-17964;PGD2016;11.5;6.2;6.8;-99;62.1;41.9;78;52.4;26.53;0.3;23.37;0.05;22.47;16.96;67.76;78.46;-99;Andesita;Filica;BAS;C5;0;3;3;5;4;5;5;2;4;2;-99;-99;0.2;-99;25.026;26.528;0;0.5;0.02;0;0.14;0.46;6.4;0;0;0.002;0.028;0.04;0.79;0.15;3.71;0.001;0.152;0.001;0.083
compid;compid;PGD-057;MHDD0081;9326.972;24370.575;2228.19;MGM-17965;PGD2016;35.2;16.3;18;-99;86.9;79.7;87.4;88.2;16.41;24.4;57.69;0.15;37.92;4.94;6.2;10.09;-99;Andesita;Filica;BAS;C5;0;3;3;5;4;5;5;2;4;2;-99;-99;0.4;-99;19.323;16.414;0;0.81;0.01;0;0.36;0.19;4.86;0.02;0;0.003;0.025;0.05;1.12;0.12;2.36;0.001;0.15;0.005;0.233
compid;compid;PGD-058;MHDD0049;9278.459;24447.851;2246.632;MGM-17966;PGD2016;14.5;8.1;9;-99;77.4;48.2;69.7;73.7;19.91;3.4;46.93;0.1;26.72;16.1;27.59;43.21;-99;Andesita;Filica;BAS;C5;0;3;3;5;4;5;5;2;4;2;-99;-99;0.3;-99;19.592;19.907;0;0.76;0.02;0;0.32;0.12;5.93;0.01;0;0.001;0.029;0.02;0.64;0.09;2.78;0.002;0.149;0.003;0.221
compid;compid;PGD-059;MHDD0028;9098.47;24472.618;2243.61;MGM-17967;PGD2016;33;14.1;15.5;-99;79.7;69.7;71.3;71.4;12.14;5.2;51.11;0.1;31.47;11.28;12.56;22.85;-99;Andesita;Filica;BAS;C5;0;3;3;5;4;5;5;2;4;2;-99;-99;0.4;-99;11.563;12.138;0;0.34;0.13;0;0.36;0.22;8.68;0.01;0;0.002;0.06;0.07;0.62;0.11;3.77;0.002;0.146;0.001;0.22
compid;compid;PGD-060;MHDD0059;9164.123;24563.791;2123.283;MGM-17968;PGD2016;31.4;9.8;10.8;-99;95.6;96.3;90.2;92.1;25.99;25.2;49.01;0.14;41.55;6.6;13.86;17.02;-99;Porfido Cuar;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;-99;-99;0.4;-99;24.459;25.992;0;0.58;0.11;0;0.74;0.33;8.74;0.04;0.1;0.001;0.063;0.21;0.57;0.03;3.58;0.001;0.095;0.028;0.547
compid;compid;PGD-061;MHDD0058;9286.023;24549.86;2221.289;MGM-17969;PGD2016;26.6;12.4;13.7;-99;94.3;94.4;91;85;16.4;2.8;49.03;0.07;31.14;10.25;13.95;19.87;-99;Andesita;Filica;AAS;C5;1;3;3;3;3;3;3;3;6;2;-99;-99;0.7;-99;18.835;16.4;0;0.27;0.03;0;0.78;0.68;6.96;0.03;0.03;0.002;0.083;0.02;0.65;0.02;2.69;0.001;0.148;0;0.48
compid;compid;PGD-062;MHDD0058;9297.427;24549.938;2108.619;MGM-17970;PGD2016;21.7;7.3;8;-99;85.3;76.6;80.8;86.7;22.12;0.6;49.6;0.05;25.04;26.23;56.84;95.18;-99;Andesita;Argilica Ava;BAS;C5;0;5;5;5;4;5;5;2;6;6;-99;-99;0.2;-99;22.964;22.118;0;0.68;0.02;0;0.53;0.13;9.48;0.02;0;0.001;0.025;0.06;1.36;0.05;7.74;0.001;0.165;0.005;0.395
compid;compid;PGD-063;MHDD0082;8907.772;24573.863;2194.841;MGM-17971;PGD2016;61.6;13.5;14.9;-99;97.3;96.4;95.7;91.6;23.72;9.2;54.57;0.09;32.49;7.46;9.14;17.58;-99;Andesita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;6;5;-99;-99;0.5;-99;23.017;23.721;0;0.61;0.44;0;0.35;0.49;10.45;0.02;0.21;0.006;0.134;0.06;0.76;0.03;4.51;0.001;0.079;0.011;0.239
compid;compid;PGD-064;MHDD0082;8918.974;24573.63;2161.419;MGM-17972;PGD2016;46.1;13.3;14.7;-99;96.3;96.8;90.1;91.7;25.6;5.1;49.76;0.09;34.33;6.24;11.41;22.22;-99;Andesita;Argilica Ava;AAS;C1;1;4;4;4;3;4;4;3;6;6;-99;-99;0.7;-99;25.176;25.601;-99;-99;-99;-99;-99;-99;-99;-99;-99;0.002;0.102;0.06;0.5;0.03;4.12;0.001;0.127;0.003;0.431
compid;compid;PGD-065;MHDD0035;9275.303;24623.766;2251.117;MGM-17973;PGD2016;26.6;13.7;15.1;-99;89.1;79.7;79.3;77.3;22.76;11.3;53.78;0.12;38.22;5.29;8.37;13.87;-99;Andesita;Filica;AAS;C5;1;3;3;3;3;3;3;3;6;2;-99;-99;0.4;-99;22.612;22.761;0;0.6;0.03;0;0.2;0.27;6.35;0.01;0;0.001;0.044;0.06;0.57;0.11;3.14;0.004;0.144;0.003;0.102
compid;compid;PGD-066;MHDD0052;9275.112;24599.155;2155.154;MGM-17974;PGD2016;14.1;12.7;14;-99;85.4;83.7;82.3;79.3;19.19;1.2;34.48;0.05;23.84;23.55;38.37;57.13;-99;Granodiorita;Filica;AAS;C5;0;3;3;5;3;3;3;3;23;3;-99;-99;0.3;-99;19.583;19.186;0;0.47;0.05;0;0.65;0.13;6.15;0.1;0.05;0.002;0.037;0.05;0.56;0.04;3.11;0.001;0.307;0.064;0.445
compid;compid;PGD-067;MHDD0036;9164.305;24623.821;2270.72;MGM-17975;PGD2016;34.4;8.5;9.4;-99;85.9;61;88.3;73.1;16.6;3.1;46.79;0.06;29.78;11.08;16.49;32.39;-99;Andesita;Filica;BAS;C5;0;3;3;5;4;5;5;2;4;2;-99;-99;0.4;-99;17.927;16.601;0;0.52;0.02;0;0.32;0.2;6.9;0.02;0;0.003;0.049;0.02;0.67;0.04;3.27;0.003;0.179;0.006;0.133
compid;compid;PGD-068;MHDD0059;9183.777;24561.603;2065.053;MGM-17976;PGD2016;22.9;12;13.2;-99;92.1;94.8;89.3;54.9;31.95;23.3;57.01;0.21;44.12;4.16;16.62;21.97;-99;Granodiorita;Argilica Ava;AAS;BHX;1;5;5;3;3;3;3;3;23;4;-99;-99;0.4;-99;31.046;31.947;0;0.1;0.01;0;0.94;1.72;8.16;0.02;0.93;0.001;0.104;0.06;1.19;0.1;5.83;0.001;0.122;0.006;0.894
compid;compid;PGD-069;MHDD0057;9215.934;24548.468;2143.055;MGM-17977;PGD2016;44.8;13.4;14.8;-99;94.8;97.2;93;94.4;25.24;11.6;46.56;0.2;38.65;21.04;30.17;77.33;-99;Granodiorita;Argilica Ava;AAS;BHX;1;5;5;3;3;3;3;3;23;4;-99;-99;0.5;-99;24.805;25.245;0;0.64;0.09;0;0.83;0.63;9.58;0.02;0.08;0.002;0.137;0.05;0.93;0.05;4.37;0.001;0.128;0.005;0.87
compid;compid;PGD-070;MHDD0057;9218.249;24548.338;2132.814;MGM-17978;PGD2016;18;10.4;11.5;-99;94.6;90.2;89.4;86;21.11;4.7;54.57;0.05;29.67;10.04;12.6;17.89;-99;Andesita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;6;5;-99;-99;0.8;-99;19.041;21.11;0;0.64;0.09;0;0.83;0.63;9.58;0.02;0.08;0.002;0.137;0.05;0.93;0.05;4.37;0.001;0.128;0.005;0.87
compid;compid;PGD-071;MHDD0070;9219.168;24598.564;2253.533;MGM-17979;PGD2016;27.9;13.3;14.6;-99;85.4;76.1;71.5;78;12.67;11.3;47.55;0.14;41.74;4.19;7.24;13.55;-99;Granodiorita;Argilica;BAS;C5;0;5;5;5;4;5;5;2;5;6;-99;-99;0.4;-99;12.511;12.666;0;0.32;0.03;0;0.29;0.11;5.07;0.02;0;0.001;0.029;0.1;0.56;0.04;2.57;0.003;0.138;0.001;0.154
compid;compid;PGD-072;MHDD0037;9043.027;24673.987;2256.422;MGM-17980;PGD2016;53.9;13.9;15.3;-99;90.9;77.4;92;89.5;15.03;25.1;53.56;0.29;46.82;6.17;13.9;41.67;-99;Andesita;Argilica Ava;AAS;C1;1;4;4;4;3;4;4;3;6;6;-99;-99;0.6;-99;15.145;15.034;0;0.42;0.09;0;0.41;0.19;6.95;0.01;0.02;0.003;0.074;0.05;0.56;0.07;3.39;0.004;0.126;0.006;0.195
compid;compid;PGD-073;MHDD0026;9165.887;24672.134;2218.905;MGM-17981;PGD2016;31.8;12.5;13.7;-99;94.3;94.1;88.5;89;15.63;6.4;46.82;0.08;32.13;4.45;11.34;33.66;-99;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;-99;-99;1;-99;15.293;15.633;0;0.27;0.04;0;0.42;0.39;6.15;0.02;0;0.001;0.053;0.03;0.47;0.04;2.47;0.001;0.084;0.003;0.354
compid;compid;PGD-074;MHDD0067;9163.742;24725.725;2124.238;MGM-17982;PGD2016;25.7;12.6;13.9;-99;96.9;95.7;92.2;92.3;22.04;23;53.34;0.21;40.24;20.48;29.02;41.03;-99;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;-99;-99;0.8;-99;21.303;22.038;0;0.27;0.01;0;0.4;0.38;8.44;0.01;0.13;0.001;0.065;0.08;0.22;0.05;3.59;0.001;0.044;0.002;0.225
compid;compid;PGD-075;MHDD0096;8992.362;24963.91;2115.183;MGM-17983;PGD2016;38.8;13.1;14.4;-99;73.6;74.3;71.6;67.2;15.36;26.9;59.23;0.56;53.08;3.14;9.32;17.65;-99;Granodiorita;Filica;AAS;BHX;0;3;3;5;3;3;3;3;23;3;-99;-99;0.1;-99;16.057;15.364;0;0.56;0.06;0;0.19;0.96;9.47;0.04;0;0.001;0.124;0.01;1.52;0.04;3.5;0.001;0.068;0.005;0.149
compid;compid;PGD-076;MHDD0096;8994.915;24963.889;2105.773;MGM-17984;PGD2016;34.5;13.1;14.5;-99;90.6;93.3;59.2;72.3;14.33;27.4;55.63;0.25;52.09;5.97;6.23;8.59;-99;Granodiorita;Filica;AAS;C5;1;3;3;3;3;3;3;3;23;3;-99;-99;0.4;-99;13.681;14.326;0;0.8;0.05;0;0.06;1.06;10.29;0.06;0.03;0.001;0.251;0.05;1.97;0.05;4.71;0.001;0.013;0.011;0.054
compid;compid;PGD-077;MHDD0096;8998.625;24963.871;2092.015;MGM-17985;PGD2016;28.3;12.9;14.3;-99;90.5;91.6;72.9;85.6;11.21;12.3;53.7;0.25;44.39;6.34;9.17;18.23;-99;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;-99;-99;0.8;-99;12.069;11.214;0;0.48;0.04;0;0.07;1.39;9.14;0.03;0.11;0.001;0.204;0.05;0.67;0.03;4.54;0.002;0.02;0.013;0.046
compid;compid;PGD-078;MHDD0096;9000.948;24963.848;2083.32;MGM-17986;PGD2016;38.6;13.3;14.7;-99;93.7;97.1;87.1;85.2;39.6;25.8;52.62;0.51;51.95;3.01;6.35;18.63;-99;Granodiorita;Argilica Ava;AAS;BHX;1;5;5;3;3;3;3;3;23;4;-99;-99;0.5;-99;38.489;39.6;0;0.65;0.07;0;0.09;1.23;8.11;0.03;0.08;0.001;0.182;0.11;1.41;0.04;4.24;0.001;0.027;0.003;0.074
compid;compid;PGD-079;MHDD0096;9018.262;24963.384;2016.53;MGM-17987;PGD2016;24.5;11.9;13.1;-99;96.1;97.6;94.1;93.7;34.18;25.2;49.69;0.36;48.52;10.31;14.18;19.31;-99;Granodiorita;Argilica Ava;AAS;BHX;1;5;5;3;3;3;3;3;23;4;-99;-99;0.9;-99;34.35;34.183;0.06;0.79;0.1;0;0.34;0.67;9.75;0.06;0.25;0.001;0.119;0.03;1.16;0.03;4.02;0.002;0.039;0.003;0.222
compid;compid;PGD-081;MHDD0060;8980.303;24990.194;2102.835;MGM-17989;PGD2016;28.7;12.9;14.2;-99;89.1;90.9;71;77.9;20.81;9.2;51.06;0.16;42.13;1.06;9.49;15.36;-99;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;-99;-99;0.4;-99;21.341;20.815;0;0.6;0.05;0;0.16;0.81;11.14;0.08;0.23;0.001;0.291;0.05;2.1;0.04;4.36;0.002;0.014;0.01;0.138
compid;compid;PGD-082;MHDD0098;8977.381;25027.862;2148.65;MGM-17990;PGD2016;38.5;13;14.3;-99;86.3;86.6;81.2;78.1;31.65;28;59.82;0.62;58.12;3.56;6.04;7.47;-99;Granodiorita;Argilica Ava;AAS;BHX;0;5;5;5;3;3;3;3;23;4;-99;-99;0.4;-99;33.374;31.653;0;0.65;0.12;0;0.22;1.33;10.03;0.08;0.35;0.001;0.324;0.06;2.62;0.08;5.66;0.002;0.05;0.024;0.136
compid;compid;PGD-083;MHDD0098;8979.462;25027.805;2142.229;MGM-17991;PGD2016;33.2;12.7;14;-99;95.8;96;67;88.1;16.88;27.6;58.75;0.5;57.92;2.13;3.7;6.15;-99;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;-99;-99;0.8;-99;17.709;16.878;0;0.28;0.04;0;0.13;2.82;10.67;0.04;0.14;0.001;0.24;0.02;1.78;0.07;5.6;0.002;0.053;0.009;0.081
compid;compid;PGD-084;MHDD0098;8994.56;25027.459;2095.089;MGM-17992;PGD2016;28.3;11.2;12.4;-99;97;98.6;94.1;97.3;39.17;28.7;61.96;1;60.14;0.79;2.34;3.57;-99;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;-99;-99;0.5;-99;40.086;39.169;0;0.83;0.08;0;0.14;1.48;11.79;0.05;0.05;0.001;0.473;0.06;1.03;0.07;5.14;0.001;0.006;0.004;0.096
compid;compid;PGD-085;MHDD0098;8996.819;25027.401;2087.938;MGM-17993;PGD2016;24.7;13.3;14.6;-99;89;93;77.7;77;15.73;27.2;57.14;0.32;56.35;3.18;5.64;7.37;-99;Granodiorita;Filica;AAS;C5;1;3;3;3;3;3;3;3;23;3;-99;-99;0.6;-99;16.557;15.727;0;0.83;0.08;0;0.14;1.48;11.79;0.05;0.05;0.001;0.473;0.06;1.03;0.07;5.14;0.001;0.006;0.004;0.096
compid;compid;PGD-086;MHDD0098;8999.745;25027.319;2078.638;MGM-17994;PGD2016;25.7;12.7;14;-99;92.6;90.5;87.1;83.6;18.75;26.6;56.85;0.29;53.86;16.43;22.61;40.36;-99;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;-99;-99;0.4;-99;18.357;18.748;0;0.83;0.05;0;0.14;1.3;12.44;0.02;0.14;0.001;0.106;0.07;0.58;0.07;5.56;0.001;0.007;0.002;0.083
compid;compid;PGD-087;MHDD0077;8862.692;25345.332;2109.206;MGM-17995;PGD2016;26.1;11.1;12.3;-99;90;90.6;80.2;85.9;34.33;23.8;55.93;0.26;48.62;6.22;20.39;36.76;-99;Brecha Hidro;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;-99;-99;0.3;-99;34.923;34.332;0.93;1.75;0.44;0.19;0.14;0.71;13.76;0.1;0;0.002;0.121;0.09;4.39;0.08;5.63;0.001;0.019;0.009;0.095
compid;compid;PGD-088;MHDD0068;8995.628;24722.623;2225.551;MGM-17996;PGD2016;54.5;14.1;15.6;-99;95.6;96.7;91.9;75.1;21.23;5.9;46.65;0.08;31.68;4.82;5.48;19.66;-99;Andesita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;6;5;-99;-99;0.6;-99;22.447;21.232;0;0.11;0.04;0.02;0.64;0.29;8.59;0.02;0.21;0.002;0.049;0.11;0.43;0.01;3.91;0.001;0.168;0.008;0.379
compid;compid;PGD-089;MHDD0038;9258.725;24672.1;2250.794;MGM-17997;PGD2016;23.2;14.6;16.1;-99;93.6;82.5;85;77.1;18.49;5;47.89;0.06;28.94;8.29;20.96;42.61;-99;Andesita;Filica;AAS;C5;1;3;3;3;3;3;3;3;6;2;-99;-99;0.5;-99;16.246;18.49;0;0.8;0;0;0.05;0.42;4.79;0.02;0;0.002;0.1;0.03;1.39;0.2;3.83;0.003;0.074;0.014;0.12
compid;compid;PGD-090;MHDD0038;9259.663;24671.944;2243.354;MGM-17998;PGD2016;34;17.6;19.4;-99;88.3;79.3;85.5;60.6;15.16;7.5;45.95;0.1;35.27;9;13.1;20.71;-99;Andesita;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;2;-99;-99;0.6;-99;15.139;15.158;0;1.29;0.03;0;0.16;0.38;6.66;0.03;0;0.002;0.058;0.02;1.25;0.13;2.71;0.003;0.095;0.009;0.127
compid;compid;PGD-091;MHDD0038;9261.099;24671.739;2232.955;MGM-17999;PGD2016;39.8;17;18.8;-99;92.2;84.1;76.6;82;13.83;22.2;56.84;0.23;41.14;9.61;14.54;19.71;-99;Andesita;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;2;-99;-99;0.8;-99;13.538;13.833;0;0.57;0.04;0;0.56;0.17;5.46;0.02;0.02;0.001;0.023;0.06;0.48;0.04;2.75;0.002;0.146;0.004;0.307
compid;compid;PGD-092;MHDD0041;9140.553;24929.203;2194.71;MGM-18000;PGD2016;38.4;13.9;15.3;-99;92.2;85.8;79.1;64.3;15.23;12.6;54.94;0.09;34.26;2.34;4.18;7.8;-99;Granodiorita;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;5;6;-99;-99;0.6;-99;15.327;15.233;0;1.19;0.01;0;0.11;0.46;8.15;0.02;0.15;0.001;0.063;0.02;1.47;0.08;4.06;0.001;0.015;0.002;0.069
compid;compid;PGD-093;MHDD0041;9142.842;24929.076;2186.785;MGM-18001;PGD2016;35.9;14.3;15.7;-99;95.1;92;93;75.5;19.83;24.7;52.72;0.16;43.26;10.42;15.01;25.11;-99;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;-99;-99;0.6;-99;20.089;19.835;0;0.79;0.03;0;0.09;0.32;6.9;0.01;0.1;0.001;0.054;0.23;0.84;0.07;3.13;0.001;0.028;0.02;0.075
compid;compid;PGD-094;MHDD0089;9203.259;25057.208;2178.163;MGM-18002;PGD2016;15.4;12.8;14.2;-99;91.8;92.9;89.5;86.5;9.17;25.8;54.59;0.21;48.74;10.94;19.98;20.16;-99;Andesita;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;2;-99;-99;0.6;-99;8.493;9.168;0.09;0.63;0.69;0;0.55;0.18;4.61;0;0;0.001;0.035;0.06;0.8;0.04;2.43;0.003;0.061;0.001;0.393
compid;compid;PGD-095;MHDD0041;9121.531;24929.888;2259.47;MGM-18003;PGD2016;46.9;16.7;18.4;-99;87.1;34.2;87.9;71.1;15.64;25.3;55.05;0.99;50.32;4.32;4.37;8.87;-99;Granodiorita;Argilica;AAS;BHX;0;5;5;5;3;3;3;3;23;4;-99;-99;0.3;-99;15.429;15.641;0;1.33;0.01;0;0.19;1.01;6.04;0.01;0;0.003;0.121;0.15;1.79;0.44;3.21;0.001;0.111;0.019;0.125
compid;compid;PGD-096;MHDD0064;9103.824;25036.173;2195.874;MGM-18004;PGD2016;25.8;14.4;15.8;-99;93.8;93.1;83.6;51.5;18.76;6.4;45.77;0.24;42.9;10.09;21.07;31.51;-99;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;-99;-99;0.5;-99;16.834;18.764;0;0.87;0.05;0;0.06;0.7;8.18;0.02;0.17;0.002;0.114;0.02;1.09;0.14;3.82;0.001;0.019;0.019;0.077
compid;compid;PGD-097;MHDD0064;9106.034;25036.209;2188.707;MGM-18005;PGD2016;30.1;13.1;14.5;-99;91.6;90.7;71.9;52.5;17.86;24;50.08;0.38;51.98;7.8;8.83;21.66;-99;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;-99;-99;0.4;-99;17.61;17.862;0.03;1.41;0.07;0;0.03;0.87;9.49;0.03;0.2;0.002;0.122;0.21;1.36;0.11;4.34;0.001;0.028;0.011;0.037
compid;compid;PGD-098;MHDD0090;9176.297;24988.989;2113.215;MGM-18006;PGD2016;39.7;14.9;16.4;-99;90.3;85;87.9;46.2;15.55;27.4;51.06;0.51;50.43;9.93;33.55;80.81;-99;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;-99;-99;0.7;-99;15.275;15.551;0;0.88;0.28;0;0.06;0.83;7.54;0.03;0.04;0.002;0.103;0.04;0.95;0.06;3.55;0.003;0.066;0.008;0.065
compid;compid;PGD-099;MHDD0090;9173.13;24988.889;2107.256;MGM-18007;PGD2016;27.9;13.8;15.2;-99;80.9;81.6;78.6;74.4;42.97;28.8;63.74;0.76;55.15;2.93;3;7.97;-99;Granodiorita;Argilica Ava;AAS;C5;0;5;5;5;3;3;3;3;23;5;-99;-99;0.3;-99;40.746;42.965;0;0.88;0.28;0;0.06;0.83;7.54;0.03;0.04;0.002;0.103;0.04;0.95;0.06;3.55;0.003;0.066;0.008;0.065
compid;compid;PGD-100;MHDD0090;9168.907;24988.761;2099.308;MGM-18008;PGD2016;44.6;14;15.5;-99;86.4;85.3;81.3;68.7;24.7;28.9;59.88;0.89;58.18;0.18;2.81;4.61;-99;Granodiorita;Argilica Ava;AAS;C5;0;5;5;5;3;3;3;3;23;5;-99;-99;0.2;-99;21.271;24.695;0;0.98;0.22;0;0.04;1.02;6.87;0.04;0.01;0.002;0.139;0.03;0.81;0.06;3.67;0.003;0.022;0.005;0.028
